unique_incident_id,incident_id,incident_seq,publication_date,headline,publication
180159200,1801592,00,2018-03-07,Casualties in Fierce Clashes at Shatila Palestinian Camp,Naharnet 
180159300,1801593,00,2018-03-08,Two dead in renewed attacks on Taraba villages,sunnewsonline.com
180159400,1801594,00,2018-03-08,Two dead in renewed attacks on Taraba villages,sunnewsonline.com
180159500,1801595,00,2018-03-15,4 hostage-loggers released,Manila Times
180159600,1801596,00,2018-03-08,Mali: destruction of the construction site of a dam near Djenné,RFI
180159700,1801597,00,2018-03-10,Four Mali troops killed by landmine  military sources. News24. Retrieved 2018-03-10.,News 24
180159800,1801598,00,2018-03-09,Taliban raids leave 17 security personnel dead in Takhar. www.pajhwok.com. Retrieved 2018-03-11.,PAJHWOK
180159900,1801599,00,2018-03-08,"3 ISIS killed in Diyala, 2 civilians injured in blast in Baghdad. The Baghdad Post. 2018-03-08. Retrieved 2018-03-10.",thebaghdadpost.com
180160000,1801600,00,2018-03-10,"Pakistan  A Shia Muslim martyred, other injured in terrorist attack in Quetta. Retrieved 2018-03-10.",AhlulBayt News Agency
180160100,1801601,00,2018-03-09,12 Bangsamoro fighters killed in Maguindanao clash -- military The Manila Times Online,The Manila Times
180160202,1801602,02,2018-03-09,Taliban raids leave 17 security personnel dead in Takhar Pajhwok Afghan News,Pajwhok
180160201,1801602,01,2018-03-09,Taliban raids leave 17 security personnel dead in Takhar Pajhwok Afghan News,Pajwhok
180160300,1801603,00,2018-03-09,"8 BIFF men killed in air, ground assaults in Maguindanao",Philippine News Agency
180160400,1801604,00,2018-03-09,Iraqi Lawmaker Survives Assassination Attempt,basnews.com
180160500,1801605,00,2018-03-08,"Four people wounded in bomb blast, south of Baghdad",iraqinews.com
180160600,1801606,00,2018-03-08,"Iraqi joint troops foil Islamic State attacks, shell militants, south of Salahuddin",iraqinews.com
180160700,1801607,00,2018-03-10,"At least five killed in central Nigeria, says police World Malay Mail",Malay Mail
180160800,1801608,00,2018-03-10,"Two KIA soldiers killed, three injured in Tatmadaw's ambush",BNI Online 
180160900,1801609,00,2018-03-12,Military forces and Ambazonian Separatists clashed in the Buea motor park,Journal du Cameroun
180161000,1801610,00,2018-03-09,Official says car bomb explosion kills 3 in Libya's east. News24. Retrieved 2018-03-10.,News 24
180161100,1801611,00,2018-03-10,Blast in Hub leaves 2 FC personnel injured,Pakistan Today
180161200,1801612,00,,Muslim Rebels Murder 6 Christians in Door-To-Door Raid in Central African Republic The Christian Post,Christian Post
180161300,1801613,00,2018-03-09,"Israeli Army Says Palestinian Shot in West Bank Intended To Hurl Firebombs at Soldiers, Haaretz.com, 2018-03-09",Haaretz
180161400,1801614,00,2018-03-09,"Twitter user says at least 15 killed in Kabul blast, 2018-03-09, By BBC Monitoring",BBC Monitoring
180161500,1801615,00,2018-03-09,16 insurgents killed in Afghanistan,Sify news
180161600,1801616,00,2018-03-09,"Three security personnel killed, wounded in armed attack, east of Kirkuk",iraqinews.com
180161700,1801617,00,2018-03-09,"Three security personnel killed, wounded in armed attack, east of Kirkuk",iraqinews.com
180161800,1801618,00,2018-03-10,"At least five killed in central Nigeria, says police World Malay Mail",Malay Mail
180161900,1801619,00,2018-03-10,"11 Militants Including Pakistanis Killed, Wounded in Ghazni Province Ariana News",Ariana News
180162000,1801620,00,2018-03-12,"Darfur  Govt. forces, rebels clash in Jebel Marra",Radio Dabanga
180162100,1801621,00,2018-03-11,Arson attack targets mosque in Berlin,Hurriet Daily News
180162200,1801622,00,2018-03-10,Key commander among 4 militants killed in SW Pakistan,Xinhua
180162300,1801623,00,2018-03-11,"11 Pro-Govt Forces Killed, Wounded in Kunduz Province - Ariana News. Ariana News. Retrieved 2018-03-11.",atnNEWS
180162400,1801624,00,2018-03-11,At least 4 killed in IED attack in Mogadishu. www.xinhuanet.com. Retrieved 2018-03-11.,Xinhua Net
180162500,1801625,00,2018-03-10,"Iraqi Shia militia fighter killed, six injured in Kirkuk blast, Al-Sumariyah News, 2018-03-10",BBC Monitoring 
180162600,1801626,00,2018-03-10,"Three Iraqis injured in western Baghdad bomb blast, 2018-03-10, By BBC Monitoring",BBC Monitoring
180162700,1801627,00,2018-03-11,"MENAFN. Afghanistan- Taliban kill 7 police, briefly hold Paktia post. Retrieved 2018-03-12.",PAJHWOK
180162800,1801628,00,2018-03-11,At least 4 killed in IED attack in Mogadishu - Africa - Angola Press - ANGOP,Angola Press
180162900,1801629,00,2018-03-11,Terrorists hurl grenade at house of MLA Noorabad in J&K's kulgam,Zee Media Bureau
180163000,1801630,00,2018-03-10,"Afghan forces kill militants, including foreigners in south, 2018-03-10, By BBC Monitoring",BBC Monitoring
180163100,1801631,00,2018-03-10,Islamic Jihad member killed in accidental explosion in northern Gaza,The Times of Israel
180163200,1801632,00,2018-03-12,"Three terrorists killed in encounter with security forces in J&K's Anantnag   Jammu and Kashmir News, 2018-03-12",Zee News
180163300,1801633,00,2018-03-11,Abu Sayyaf coddler killed in Sulu clash,Philippine News Agency
180163402,1801634,02,2018-03-10,Fresh terrorist shelling attack in Damascus causes material damage – Syrian Arab News Agency,SANA
180163401,1801634,01,2018-03-10,Fresh terrorist shelling attack in Damascus causes material damage – Syrian Arab News Agency,SANA
180163500,1801635,00,,"Taliban attacks Afghan soldiers in Farah, killing at least 24",BBC
180163600,1801636,00,2018-03-11,"One Haqqani militant killed, 5 arrested in eastern Afghanistan",KHAAMA PRESS
180163700,1801637,00,2018-03-12,"4 policemen killed, 7 wounded in Kunduz attack",MENAFN
180163800,1801638,00,,"LRA combatants looted 3 cyclists and a young girl as they headed for the market in Esse, DRC",Crisis Tracker
180163900,1801639,00,2018-03-11,Two farmers killed in bomb explosion in Iraq's Kirkuk. Iraqi News. 11 March 2018. Retrieved 11 March 2018.,IraqiNews.com
180164000,1801640,00,2018-03-13,Wien  Vereitelte Terror-Attacke auf Iran-Botschafter - Islamist stach 15 Mal auf Wachposten ein. Epoch Times www.epochtimes.de (in German). Retrieved 2018-05-15.,Epoch Times
180164100,1801641,00,2018-03-12,Soldier killed in Kalinga clash with alleged NPA rebels,Inquirer.Net
180164200,1801642,00,2018-03-14,Four killed in attack on Iran military check post. www.pakistantoday.com.pk. Retrieved 2018-03-18.,Pakistan Today
180164300,1801643,00,2018-03-13,"IRNA - Police, popular forces drive out terrorists from 16 villages in northern Iraq",irna.ir
180164400,1801644,00,2018-03-13,Attacks against Muslims on the rise in Germany; 3 assailants involved in attack on masjid,The Siasat Daily
180164500,1801645,00,2018-03-11,"Seven people killed, injured in bomb blast, armed attack in Baghdad",iraqinews.com
180164600,1801646,00,2018-03-12,Russia Says ‘Terrorists’ Killed In Foiled Attack In Saratov,Radio Free Europe/Radio Liberty
180164700,1801647,00,2018-03-12,ISIL kill 2 PMFs and injured 6 others in an attack in Salahuldin.,BBC Monitoring 
180164801,1801648,01,2018-03-12,Indian policeman joins 50-strong Hindu mob’s attack on churches,World Watch Monitor
180164802,1801648,02,2018-03-12,Indian policeman joins 50-strong Hindu mob’s attack on churches,World Watch Monitor
180164900,1801649,00,2018-03-11,Three people killed in Mogadishu. Shabelle. 2018-03-11. Retrieved 2018-03-18.,Shabelle Media
180165000,1801650,00,2018-03-15,"IS shows slain Kashmiri jihadist leader as member of its AfPak branch, 2018-03-15, By BBC Monitoring",BBC Monitoring
180165100,1801651,00,2018-03-11,Jammu and Kashmir  Terrorists lob grenade at Kulgam MLA Abdul Paddar's residence; no casualties. 2018-03-11. Retrieved 2018-03-31.,India TV
180165200,1801652,00,,Dagaal Ka Dhacay Degmada Kaxda Ee Muqdisho,goobjoog.com
180165300,1801653,00,,"Al-Shabaab Strikes Again in Mogadishu, Killing Somali Soldier and Seizing Gun",
180165400,1801654,00,2018-03-12,"Afghan forces push back Taliban in Farah province, 2018-03-12, By BBC Monitoring",BBC Monitoring
180165500,1801655,00,2018-03-11,"In sixth incident in months, Palestinians caught trying to bomb court",The Times of Israel
180165602,1801656,02,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165601,1801656,01,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165701,1801657,01,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165702,1801657,02,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165703,1801657,03,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165704,1801657,04,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165705,1801657,05,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165706,1801657,06,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165707,1801657,07,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165708,1801657,08,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165709,1801657,09,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165710,1801657,10,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165711,1801657,11,2018-03-11,"Four civilians martyred, 26 injured in terrorist shelling attacks on Damascus and its surroundings – Syrian Arab News Agency",SANA
180165800,1801658,00,2018-03-11,"3 militants killed in encounter in Anantnag's Hakura; schools shut, internet down in Srinagar as police fears protests",India Today
180165900,1801659,00,2018-03-12,7 civilians killed in Taliban attack in eastern Afghanistan,XINHANET
180166000,1801660,00,2018-03-13,Separatists kill two gendarmes in Nsongwa,Journal du Cameroon
180166100,1801661,00,2018-03-13,"Kashmiri jihadists say local pro-IS leaders killed, 2018-03-13, By BBC Monitoring",BBC Monitoring
180166200,1801662,00,2018-03-12,25 killed in IS attacks in northern Iraq. www.thesundaily.my. Retrieved 2018-03-12.,Thesundaily.my
180166300,1801663,00,2018-03-14,"Niger  Un poste de gendarmerie visé par une attaque à Tillaberi, trois morts et un blessé. KOACI. Retrieved 2018-03-18.",Koaci.com
180166400,1801664,00,2018-03-12,Donkey bombing wounds 2 police in E. Afghanistan,XINHUANET
180166500,1801665,00,2018-03-12,"Landmine planted by Daesh explodes in Se’alow village, injuring 3 children",Sana Syrian Arab News Agency
180166600,1801666,00,2018-03-13,"Alias “Grillo”, jefe del Eln, murió en una operación militar",El Espectador
180166700,1801667,00,2018-03-12,"IS militants attack Shia fighters in two Iraqi provinces, 2018-03-12, By BBC Monitoring",BBC Monitoring
180166800,1801668,00,2018-03-12,ISIL kill 3 civilians in Diyala.,presstv.com
180166900,1801669,00,2018-03-12,"ISIL killed 7 of the Sunni PMFs in Mukaishfah, Salahuldin.",presstv.com
180167000,1801670,00,2018-03-12,"16 militants killed in Sinai operation, says Egypt’s army Arab News",Arab News
180167100,1801671,00,2018-03-12,"Libya Watch List for 12 March, 2018-03-12, By BBC Monitoring",BBC Monitoring
180167200,1801672,00,,"25 killed, 11 houses razed in fresh attacks as guests flee Plateau mass burial",Punch News Nigeria
180167300,1801673,00,2018-03-12,Two Iraqi soldiers wounded in bomb blast near Fallujah dam. Iraqi News. 12 March 2018. Retrieved 12 March 2018.,iraqinews.com
180167400,1801674,00,2018-03-19,"Armed men attack village in northern Mozambique, 2018-03-19, By BBC Monitoring",BBC Monitoring
180167500,1801675,00,2018-03-21,DRC  40 killed in Ituri ethnic violence March 12-13 /update 3,Garda World 
180167600,1801676,00,,Syrian Army recovers bodies of 57 soldiers killed by ISIS in southern Damascus,almasdarnews.com
180167701,1801677,01,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180167702,1801677,02,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180167703,1801677,03,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180167801,1801678,01,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180167802,1801678,02,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180167900,1801679,00,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180168000,1801680,00,2018-03-12,"Update-Four civilians martyred, many injured in terrorist attacks with shells in Damascus, its Countryside and Daraa – Syrian Arab News Agency",SANA
180168100,1801681,00,2018-03-12,Rebels shoot dead protester in Syria's Ghouta  monitor,France 24
180168200,1801682,00,2018-03-18,Russian MoD  Militants killed 9 civilians in Eastern Ghouta while suppressing protests,Signs of the Times
180168302,1801683,02,2018-03-21,Monitor Says 62 Regime Fighters Dead in IS' Monday Attack on Damascus,Naharnet
180168301,1801683,01,2018-03-13,"IS attacks Syrian army in southern Damascus, 2018-03-13, By BBC Monitoring",BBC Monitoring
180168303,1801683,03,2018-03-21,Syrian War Daily – 21st of March 2018,Syrian War Daily
180168400,1801684,00,,Mali  Clashes between Dozos and Jihadists forces between Kowa and Nounou-Boza,facebook.com
180168500,1801685,00,2018-03-12,Conflict in Do?ubayaz?t  1 martyr; 3 terrorists killed,hurriyet.com.tr
180168600,1801686,00,,"Four people were abducted by an alleged LRA group comprised of 14 armed men and 1 unarmed woman, in FARDC and military attire,",Crisis Tracker
